SampleID,mMed,uMed,xMed,yMed,predictedSexQC,BMIQ
9553932041_R06C01,11.65367545,11.54879711,13.42437247,8.919517014,F,PASS
9553932041_R06C02,11.64399161,11.50273204,12.78939132,12.85590108,M,PASS
9553932050_R01C01,10.68105612,10.48706039,11.7611169,11.75889392,M,PASS
9553932050_R01C02,10.90131075,10.85605285,11.98272074,11.96072074,M,PASS
9553932050_R02C01,11.0727475,10.89155145,12.14712235,12.16934736,M,PASS
9553932050_R02C02,11.1264143,10.84289536,12.16925807,12.15547054,M,PASS
9553932050_R03C01,11.33417422,11.11543406,12.41504694,12.41922999,M,PASS
9553932050_R03C02,11.4063697,11.2517484,13.01931756,8.660365646,F,PASS
9553932050_R04C01,11.46590055,11.37391451,12.58606742,12.57914203,M,PASS
9553932050_R04C02,11.56949037,11.23892957,13.19307815,8.829749305,F,PASS
9553932050_R05C01,11.52661017,11.29781373,13.1955135,8.786382197,F,PASS
9553932050_R05C02,11.62140754,11.40361309,12.74884153,12.73236911,M,PASS
9553932050_R06C01,11.6429508,11.3872767,13.31670847,8.803679129,F,PASS
9553932050_R06C02,11.66135623,11.53032058,13.3919646,8.949682321,F,PASS
9553932055_R01C01,10.1410126,9.745396425,11.14409303,11.18489497,M,PASS
9553932055_R01C02,9.558364089,9.368441872,11.1202404,9.731503483,M,PASS
9553932055_R02C01,10.37985216,9.849021692,11.82463675,8.911759089,F,PASS
9553932055_R02C02,9.83132767,9.609871256,11.03184002,11.04812314,M,PASS
9553932055_R03C01,10.21847309,10.088482,11.30573458,11.4434605,M,PASS
9553932055_R03C02,10.14489519,9.999185774,11.37496542,11.34309279,M,PASS
9553932055_R04C01,10.89290673,10.38930025,12.39046407,8.793997527,F,PASS
9553932055_R04C02,10.61301656,10.33093626,12.00918018,11.32195644,M,PASS
9553932055_R05C01,11.09517417,10.63621123,11.99219003,12.08719474,M,PASS
9553932055_R05C02,11.31027334,10.6896918,12.57145902,9.167642342,F,PASS
9553932055_R06C01,11.16280691,10.74791839,12.67744914,9.365132251,F,PASS
9553932055_R06C02,11.3514593,10.78958372,12.09451622,12.30326086,M,PASS
9554599003_R01C01,11.23578823,11.22956472,12.41969955,12.44373374,M,PASS
9554599003_R01C02,11.09081055,10.95973326,12.2190953,12.22433208,M,PASS
9554599003_R02C01,11.61035646,11.3417846,13.18032705,8.722700979,F,PASS
9554599003_R02C02,11.53642316,11.10845813,13.06885678,8.693458,F,PASS
9554599003_R03C01,11.70755438,11.5450665,12.76867713,12.8368678,M,PASS
9554599003_R03C02,11.62382098,11.40516599,13.20818743,8.885589091,F,PASS
9554599003_R04C01,11.76417856,11.46613043,12.79853795,12.81881759,M,PASS
9554599003_R04C02,11.73981786,11.6210992,13.34197217,8.818492719,F,PASS
9554599003_R05C01,11.70507619,11.54637809,12.80802932,12.8014134,M,PASS
9554599003_R05C02,11.67953299,11.51036823,12.78524411,12.80880427,M,PASS
9554599003_R06C01,11.6996495,11.54773035,13.42457388,8.697646648,F,PASS
9554599003_R06C02,11.63362986,11.42987214,12.77267891,12.77056192,M,PASS
9554599011_R01C01,11.58182245,11.39136749,12.66307885,12.65355253,M,PASS
9554599011_R01C02,11.52195978,11.31385477,12.60603125,12.56191153,M,PASS
9554599011_R02C02,11.94438289,11.33367528,13.35242882,8.786571123,F,PASS
9554599011_R03C01,11.78107096,11.75909746,13.04534818,13.03752559,M,PASS
9554599011_R03C02,11.98177095,11.54620522,12.89961651,12.89750022,M,PASS
9554599011_R04C02,12.16231532,11.7264591,13.53600638,8.751499009,F,PASS
9554599011_R05C01,12.02424791,11.6591585,13.58369852,8.869219611,F,PASS
9554599011_R05C02,10.94935627,11.40297809,12.85545825,12.83340952,M,PASS
9554599011_R06C01,12.00677534,11.54879038,13.54139386,8.830851564,F,PASS
9554599011_R06C02,11.99835217,11.678615,13.59265491,8.94153509,F,PASS
9554599022_R01C01,10.61605268,10.44241311,12.23822372,8.104479471,F,PASS
9554599022_R01C02,10.4882025,10.60881718,11.7198912,11.64970609,M,PASS
9554599022_R02C01,10.99577797,10.66551264,12.04394194,12.0070619,M,PASS
9554599022_R02C02,10.89850277,10.75886237,12.57642755,8.424798419,F,PASS
9554599022_R03C01,11.38495565,11.24219815,13.01614914,8.752640242,F,PASS
9554599022_R03C02,11.29207442,11.15561111,12.41156672,12.41306005,M,PASS
9554599022_R04C01,11.17105052,11.34880795,12.44153567,12.28541842,M,PASS
9554599022_R04C02,11.60325185,11.42274632,13.21131983,8.868357685,F,PASS
9554599022_R05C01,11.62639224,11.37094815,13.12879048,8.889528491,F,PASS
9554599022_R05C02,11.70844197,11.54972027,13.32583538,8.86092018,F,PASS
9554599022_R06C01,11.63758304,11.41125472,12.76778936,12.74108817,M,PASS
9554599022_R06C02,11.74013297,11.43981481,12.80971673,12.82720591,M,PASS
9647450082_R01C01,10.85755739,11.18355233,12.29215612,12.42242439,M,PASS
9647450082_R01C02,10.97913488,11.00448305,12.19818392,12.1914113,M,PASS
9647450082_R02C01,11.31528687,11.22384163,12.65492153,12.36916541,M,PASS
9647450082_R02C02,11.07939769,11.23631962,12.35753242,12.44179739,M,PASS
9647450082_R03C01,11.46937373,11.36848316,12.95487012,11.95675265,M,PASS
9647450082_R03C02,10.94703069,11.23693454,12.34916471,12.22487454,M,PASS
9647450082_R04C01,11.4866101,11.43593806,12.87336997,12.31331044,M,PASS
9647450082_R04C02,10.75768005,10.72308583,12.44352135,8.879314192,F,PASS
9647450082_R05C01,11.55669317,11.51184429,12.93505171,12.46165768,M,PASS
9647450082_R05C02,9.99879958,10.0810042,11.71149397,9.623808511,F,PASS
9647450082_R06C01,11.38799869,11.33244208,12.70424029,12.47610995,M,PASS
9647450082_R06C02,11.29174664,11.16365315,12.45833941,12.38312793,M,PASS
9647455025_R01C01,9.835681562,10.09367054,11.3544515,11.34825204,M,PASS
9647455025_R01C02,9.290837819,9.28404784,10.53489843,10.60240705,M,PASS
9647455025_R02C01,10.44806432,10.52519853,12.31692014,8.742486301,F,PASS
9647455025_R02C02,9.605761533,9.720979396,10.92322351,10.9575307,M,PASS
9647455025_R03C01,10.68854191,10.76755467,12.5181543,8.629008572,F,PASS
9647455025_R03C02,9.773949531,9.827733458,11.08655957,11.03174576,M,PASS
9647455025_R04C01,11.08991631,11.05878382,12.7628159,8.848076793,F,PASS
9647455025_R04C02,10.36366372,10.41323449,11.66881018,11.48443151,M,PASS
9647455025_R05C01,11.18834461,10.87673778,12.82640108,9.303505423,F,PASS
9647455025_R05C02,10.51765061,10.50919132,12.09600222,10.56860535,M,PASS
9647455025_R06C01,11.10804527,11.12884839,12.39081859,12.42403786,M,PASS
9647455025_R06C02,10.77187979,10.71568163,12.30191665,11.08170261,M,PASS
9647455052_R01C01,11.0291506,11.05412789,12.8824362,8.117222086,F,PASS
9647455052_R01C02,10.95885699,10.92134215,12.34653479,12.29877833,M,PASS
9647455052_R02C01,10.87681869,10.82340859,12.26579199,12.2080725,M,PASS
9647455052_R02C02,11.22710433,10.99438676,12.46859899,12.40685506,M,PASS
9647455052_R03C01,11.06027193,11.13356326,12.98756717,8.175505717,F,PASS
9647455052_R03C02,11.04464842,11.23638121,12.57218823,12.58468481,M,PASS
9647455052_R04C01,11.20576767,11.01548999,12.47754498,12.49227684,M,PASS
9647455052_R04C02,11.42932017,11.16381425,13.18362726,8.478840589,F,PASS
9647455052_R05C01,11.06591024,10.93232538,12.99560548,7.995163609,F,PASS
9647455052_R05C02,11.14214751,10.82359392,13.05675667,8.076824117,F,PASS
9647455052_R06C01,10.77906518,10.94425536,12.97411587,12.30125014,M,PASS
9647455052_R06C02,10.67310135,10.84843899,12.99018033,7.865603465,F,PASS
9647455094_R01C01,10.33178575,9.96357331,11.55974381,11.07450912,M,PASS
9647455094_R01C02,10.48308597,10.23315546,11.84094422,10.93559025,M,PASS
9647455094_R02C01,10.77009144,10.3661289,11.8847808,11.63793812,M,PASS
9647455094_R02C02,10.90285534,10.64512387,12.21692424,11.56056241,M,PASS
9647455094_R03C01,10.86080472,10.42188573,11.8959493,11.83103042,M,PASS
9647455094_R03C02,10.89970057,10.61030625,12.14144691,11.60475578,M,PASS
9647455094_R04C01,10.33359968,10.20114121,11.56811741,11.59576108,M,PASS
9647455094_R04C02,11.17876829,10.852407,12.41562381,11.95443429,M,PASS
9647455094_R05C01,11.03074633,10.54582358,12.05404088,12.06665448,M,PASS
9647455094_R05C02,11.2676556,10.9471473,12.37731124,12.27496079,M,PASS
9647455094_R06C01,10.93900951,10.46750945,12.47537219,10.72243644,M,PASS
9647455094_R06C02,10.88634695,10.76378812,12.24596451,12.25221003,M,PASS
9647455097_R01C02,11.04363636,11.09387259,12.99207246,8.554326304,F,PASS
9647455097_R02C01,11.20374412,11.08960099,13.0476677,8.452999217,F,PASS
9647455097_R02C02,4.929445101,5.984148326,6.539542256,6.525022383,M,PASS
9647455097_R03C01,11.45527973,11.25770449,13.23010011,8.54655844,F,PASS
9647455097_R03C02,11.23548684,11.02310615,13.14718087,8.53172911,F,PASS
9647455097_R04C01,11.4004706,11.29590729,13.31531782,8.693758181,F,PASS
9647455097_R04C02,10.80053047,11.12983556,13.08075781,8.633011934,F,PASS
9647455097_R05C01,11.45403625,11.37029127,13.27645489,8.5883314,F,PASS
9647455097_R05C02,11.56010403,11.31497499,13.32079234,8.533155561,F,PASS
9647455097_R06C01,11.41775655,11.3551298,13.33130862,8.481093324,F,PASS
9647455097_R06C02,11.26754047,11.38524721,13.28469591,8.391998669,F,PASS
9647455126_R01C01,10.96812318,11.02895146,12.89116732,8.484772932,F,PASS
9647455126_R01C02,11.12828849,11.04700558,12.44725889,12.37960557,M,PASS
9647455126_R02C01,11.55332982,11.36507868,13.28085403,8.649835432,F,PASS
9647455126_R02C02,11.52315409,11.48544817,13.24839752,8.632849969,F,PASS
9647455126_R03C01,11.60350392,11.34659983,13.3117216,8.610985007,F,PASS
9647455126_R03C02,11.33119916,11.206793,13.21671057,8.689241352,F,PASS
9647455126_R04C01,11.49639402,11.42948146,13.32273217,8.604977004,F,PASS
9647455126_R04C02,11.40628487,11.43122364,13.30814432,8.691332739,F,PASS
9647455126_R05C01,11.41340633,11.14726408,12.690561,12.68466598,M,PASS
9647455126_R05C02,11.23651758,11.09280207,13.22432504,8.029533477,F,PASS
9647455126_R06C01,10.86144853,10.93762234,13.20442613,8.526489895,F,PASS
9647455126_R06C02,10.93815661,10.89490143,13.20305565,7.900714292,F,PASS
9647455179_R01C01,10.90231998,10.70366904,12.75099641,8.208114466,F,PASS
9647455179_R01C02,10.92908323,11.07004144,12.34739146,12.26087948,M,PASS
9647455179_R02C01,11.01040486,11.06288799,12.93701814,8.306907027,F,PASS
9647455179_R02C02,11.23105263,11.08844788,12.49052213,12.45471009,M,PASS
9647455179_R03C01,11.36664397,11.02387244,13.09022169,8.349148936,F,PASS
9647455179_R03C02,11.28249381,11.24490834,13.12579291,8.395616517,F,PASS
9647455179_R04C01,11.2511275,11.28252478,12.55162886,12.53643855,M,PASS
9647455179_R04C02,11.26993667,11.13515291,13.15630139,8.517665634,F,PASS
9647455179_R05C01,11.31352078,11.13808696,13.21475161,8.514627378,F,PASS
9647455179_R05C02,11.29491396,11.33758783,13.23920144,8.560927428,F,PASS
9647455179_R06C01,11.38639072,11.2070345,12.69916248,12.59367685,M,PASS
9647455179_R06C02,11.37639522,11.44356518,12.71758079,12.68121629,M,PASS
9829118108_R01C01,11.22300853,11.45000243,12.58090998,12.54599492,M,PASS
9829118108_R01C02,11.58756988,11.30283383,12.48671409,12.60517149,M,PASS
9829118108_R02C01,11.8278688,11.83747214,12.96581979,13.07088842,M,PASS
9829118108_R02C02,11.75822942,11.72932214,12.93811404,13.00323176,M,PASS
9829118108_R03C01,12.18316952,11.98161836,13.18584706,13.25480525,M,PASS
9829118108_R03C02,12.17978774,11.89974269,13.18666489,13.24556422,M,PASS
9829118108_R04C01,12.40732803,12.17668672,13.30782409,13.43749793,M,PASS
9829118108_R04C02,12.13678986,12.01653703,13.23530044,13.2653147,M,PASS
9829118108_R05C01,11.94919973,11.93040761,13.17868331,13.18238133,M,PASS
9829118108_R05C02,12.20682134,12.02290236,13.25750213,13.35397483,M,PASS
9829118108_R06C01,12.246211,12.02419541,13.27401507,13.38196142,M,PASS
9829118108_R06C02,12.56841705,12.19490982,13.42237455,13.55349288,M,PASS
9829118109_R01C01,10.9151131,10.68408651,11.95414822,12.03873541,M,PASS
9829118109_R01C02,11.32604271,11.38798964,12.54408628,12.70638356,M,PASS
9829118109_R02C01,11.62802627,11.54122073,12.74861684,12.78073787,M,PASS
9829118109_R02C02,12.20013931,12.03165374,13.05398323,13.24322835,M,PASS
9829118109_R03C01,11.7144638,11.88173865,12.96859501,12.96363216,M,PASS
9829118109_R03C02,12.06899049,11.84104521,13.03393648,13.14936767,M,PASS
9829118109_R04C01,12.07648316,12.05582251,13.25464182,13.35323922,M,PASS
9829118109_R04C02,12.32347552,12.21147307,13.36067521,13.46848255,M,PASS
9829118109_R05C01,12.16762856,12.00279887,13.2726319,13.34293877,M,PASS
9829118109_R05C02,12.28025301,12.12459595,13.36217313,13.4919661,M,PASS
9829118109_R06C01,12.26575622,12.18304346,13.4392103,13.60675516,M,PASS
9829118109_R06C02,12.2965986,12.20655815,13.43809115,13.50650023,M,PASS
9829118128_R01C01,12.19841885,11.85365581,13.06346693,13.16677366,M,PASS
9829118128_R01C02,12.11843939,11.72962539,12.88272507,13.01066321,M,PASS
9829118128_R02C01,12.42621034,12.12746063,13.28238269,13.41987923,M,PASS
9829118128_R02C02,12.21608367,12.0122986,13.12437513,13.21655467,M,PASS
9829118128_R03C01,12.06539072,11.95124457,13.08324403,13.15600635,M,PASS
9829118128_R03C02,12.36108471,12.1406384,13.26988532,13.3737388,M,PASS
9829118128_R04C01,12.23889388,12.14985195,13.32939377,13.41047542,M,PASS
9829118128_R04C02,12.30505215,12.04824359,13.17077867,13.28408352,M,PASS
9829118128_R05C01,12.37766578,12.23552699,13.38542314,13.48236434,M,PASS
9829118128_R05C02,12.16531837,12.15509035,13.44282956,13.38516343,M,PASS
9829118128_R06C01,12.29943343,12.18470157,13.3670421,13.47290536,M,PASS
9829118128_R06C02,12.37737307,12.10565733,13.37902131,13.46160956,M,PASS
9829118133_R01C01,10.70713525,10.59526587,11.7066662,11.83420352,M,PASS
9829118133_R01C02,10.75997122,10.9854998,12.01717149,12.05785921,M,PASS
9829118133_R02C01,11.11832806,10.97936211,12.0536643,12.16310776,M,PASS
9829118133_R02C02,11.09550324,10.96875343,12.09359261,12.1634423,M,PASS
9829118133_R03C01,11.86595313,11.65881994,12.85126688,12.98098853,M,PASS
9829118133_R03C02,11.7214326,11.61118982,12.62733072,12.77183288,M,PASS
9829118133_R04C01,12.00060603,11.82175549,12.89198417,13.02424641,M,PASS
9829118133_R04C02,12.1731238,11.88231103,13.01577382,13.13221349,M,PASS
9829118133_R05C01,12.08913026,11.68989091,12.95105636,13.11159552,M,PASS
9829118133_R05C02,12.14942178,11.81766705,13.05995197,13.15039668,M,PASS
9829118133_R06C01,12.09567648,11.530033,12.93525531,13.0276462,M,PASS
9829118133_R06C02,12.10649957,11.8205911,13.0739209,13.17984573,M,PASS
9829118135_R01C01,12.15052651,11.56401125,12.93690714,13.06098455,M,PASS
9829118135_R01C02,11.93975083,11.59308013,12.89224862,13.01743189,M,PASS
9829118135_R02C01,12.22122757,11.8279443,13.05888453,13.18440365,M,PASS
9829118135_R02C02,12.30657079,11.85221243,13.1442933,13.26945615,M,PASS
9829118135_R03C01,12.20333661,11.90346106,13.18577125,13.28645714,M,PASS
9829118135_R03C02,12.40861409,11.92409519,13.24717282,13.36893369,M,PASS
9829118135_R04C01,12.21611135,11.86220678,13.17243529,13.26435056,M,PASS
9829118135_R04C02,12.28313617,11.9206557,13.19019894,13.30308113,M,PASS
9829118135_R05C01,12.4151439,11.99835626,13.26515605,13.39652516,M,PASS
9829118135_R05C02,12.38609554,12.05152022,13.30870737,13.42426809,M,PASS
9829118135_R06C01,12.47879403,12.0604499,13.3642642,13.46639333,M,PASS
9829118135_R06C02,12.22925547,12.00132058,13.22963679,13.32368516,M,PASS
9829118140_R01C01,12.24413676,12.02904153,13.17349712,13.304674,M,PASS
9829118140_R01C02,12.05891167,11.76986506,12.96984966,13.11236446,M,PASS
9829118140_R02C01,12.19403313,11.98212675,13.14887124,13.2760198,M,PASS
9829118140_R02C02,11.94779216,12.04411477,13.14658492,13.19472811,M,PASS
9829118140_R03C01,12.19381683,11.89769366,13.1507352,13.28618468,M,PASS
9829118140_R03C02,12.14695472,12.01601616,13.24838266,13.29544477,M,PASS
9829118140_R04C01,12.34795671,11.89574707,13.20977756,13.33928131,M,PASS
9829118140_R04C02,12.2938644,12.03200272,13.25885373,13.37374832,M,PASS
9829118140_R05C01,12.15339207,12.05096945,13.26672888,13.39885228,M,PASS
9829118140_R05C02,12.38531713,12.05139032,13.28243996,13.38467918,M,PASS
9829118140_R06C01,12.12201157,12.05116439,13.271203,13.39408857,M,PASS
9829118140_R06C02,12.501734,12.25468649,13.47604511,13.5748991,M,PASS
9829118142_R01C01,11.75825074,11.51972484,12.80894394,12.90952798,M,PASS
9829118142_R01C02,11.75104774,11.48276659,12.81672581,12.88093358,M,PASS
9829118142_R02C01,11.89703418,11.73549456,12.99615223,13.09828891,M,PASS
9829118142_R02C02,11.83235708,11.82413468,13.00148366,13.09332637,M,PASS
9829118142_R03C01,12.0911505,11.90999982,13.17513924,13.27625468,M,PASS
9829118142_R03C02,11.83348077,11.85360978,13.07411943,13.0994366,M,PASS
9829118142_R04C01,12.4388159,12.1547502,13.28846042,13.43665035,M,PASS
9829118142_R04C02,10.72228174,11.4516862,12.6045311,12.48905982,M,PASS
9829118142_R05C01,12.16524359,11.9684341,13.20104192,13.28655136,M,PASS
9829118142_R05C02,12.06583987,11.92021909,13.17850985,13.32505786,M,PASS
9829118142_R06C01,12.25941163,12.04976703,13.28001089,13.44416241,M,PASS
9829118142_R06C02,12.03524299,11.97679841,13.22111617,13.24338594,M,PASS
9829118143_R01C01,11.67900987,11.46410654,12.72968439,12.82623394,M,PASS
9829118143_R01C02,11.8303656,11.49279078,12.76479183,12.87477162,M,PASS
9829118143_R02C01,12.07798961,11.83586578,13.03123049,13.1483816,M,PASS
9829118143_R02C02,12.13714585,11.8041824,13.07705218,13.18554032,M,PASS
9829118143_R03C01,12.05423227,11.95839511,13.13544343,13.26544741,M,PASS
9829118143_R03C02,12.19073139,11.9753536,13.23275652,13.29041198,M,PASS
9829118143_R04C01,12.19852466,12.06598731,13.2484734,13.3705089,M,PASS
9829118143_R04C02,12.29535931,11.98878506,13.25504453,13.38806748,M,PASS
9829118143_R05C01,12.27563612,12.05578351,13.27893734,13.39342043,M,PASS
9829118143_R05C02,12.21931842,12.12702557,13.30975996,13.41494295,M,PASS
9829118143_R06C01,12.30818067,12.109174,13.3481605,13.46518941,M,PASS
9829118143_R06C02,12.35461957,12.18749584,13.40311085,13.52611209,M,PASS
9878827069_R01C01,11.64682505,11.54088201,12.67582582,12.8630299,M,PASS
9878827069_R01C02,11.75326106,11.68519018,12.76801931,12.94475087,M,PASS
9878827069_R02C01,11.83776588,11.62140581,12.79371722,12.99959426,M,PASS
9878827069_R02C02,12.03641754,11.73990538,12.92993967,13.1068157,M,PASS
9878827069_R03C01,12.04359358,11.88785148,13.06589127,13.22640469,M,PASS
9878827069_R03C02,12.21711352,11.95304631,13.08605749,13.29245059,M,PASS
9878827069_R04C01,12.13591018,11.90926272,13.08270722,13.31810797,M,PASS
9878827069_R04C02,12.13297113,11.84693075,13.05289125,13.22802592,M,PASS
9878827069_R05C01,12.15970423,11.82483979,13.05738678,13.24196168,M,PASS
9878827069_R05C02,12.11397793,11.72858568,13.00920933,13.25667706,M,PASS
9878827069_R06C01,12.15950419,11.81081057,13.07819239,13.26778918,M,PASS
9878827069_R06C02,12.21889013,11.83244221,13.13440334,13.29690806,M,PASS
9878827091_R01C01,12.04032258,11.55863958,12.92470126,13.03104715,M,PASS
9878827091_R01C02,12.03795638,11.42717302,12.85932514,12.94927963,M,PASS
9878827091_R02C01,12.20778837,11.73196938,13.10179464,13.21631902,M,PASS
9878827091_R02C02,12.23220243,11.74532212,13.08629769,13.21789541,M,PASS
9878827091_R03C01,12.43457053,11.94596322,13.32445766,13.49738892,M,PASS
9878827091_R03C02,12.2968409,11.86863135,13.18686557,13.3581735,M,PASS
9878827091_R04C01,12.3089683,11.96680674,13.26640714,13.3761071,M,PASS
9878827091_R04C02,12.51991324,12.08622068,13.34074566,13.49837205,M,PASS
9878827091_R05C01,12.34427214,11.87540092,13.27369246,13.36526784,M,PASS
9878827091_R05C02,12.44474302,11.99552737,13.31871986,13.43293644,M,PASS
9878827091_R06C01,12.42212818,11.88567785,13.2833247,13.37571076,M,PASS
9878827091_R06C02,12.24141435,11.89106731,13.21030973,13.28783738,M,PASS
9878827132_R01C01,10.76908148,10.58773938,11.6803214,11.88050812,M,PASS
9878827132_R01C02,10.82548209,10.66019267,11.68896227,11.84901735,M,PASS
9878827132_R02C01,10.62241403,10.67833457,11.632061,11.80516945,M,PASS
9878827132_R02C02,10.77927792,10.57626228,11.67239101,11.80792551,M,PASS
9878827132_R03C01,10.52657143,10.52559941,11.5918532,11.78139601,M,PASS
9878827132_R03C02,10.72486353,10.47167759,11.62065369,11.83990215,M,PASS
9878827132_R04C01,10.72946609,10.58805584,11.62628623,11.80972806,M,PASS
9878827132_R04C02,10.80965513,10.59390833,11.66630462,11.84861815,M,PASS
9878827132_R05C01,11.20989786,10.92998226,12.10403303,12.26234858,M,PASS
9878827132_R05C02,12.13491414,11.84868889,12.99515216,13.1537342,M,PASS
9878827132_R06C01,12.41661853,12.24066575,13.31299931,13.49452117,M,PASS
9878827132_R06C02,12.66209064,12.4521797,13.53808959,13.65052077,M,PASS
9878827146_R01C01,11.96319608,11.50869933,12.84391709,12.98754494,M,PASS
9878827146_R01C02,11.76901587,11.5581806,12.76100976,12.87571827,M,PASS
9878827146_R02C01,12.20787015,11.79038388,13.01758917,13.15871781,M,PASS
9878827146_R02C02,12.27225933,11.9639345,13.1900608,13.28597616,M,PASS
9878827146_R03C01,12.24917424,11.80744052,13.08658016,13.25786126,M,PASS
9878827146_R03C02,12.31510339,11.88827974,13.1847597,13.39416964,M,PASS
9878827146_R04C01,12.43511365,12.06607872,13.2817297,13.42291274,M,PASS
9878827146_R04C02,12.31200631,12.05588552,13.25327571,13.39109377,M,PASS
9878827146_R05C01,12.36385814,12.04049433,13.29087733,13.41176187,M,PASS
9878827146_R05C02,12.43613629,12.07429329,13.32312445,13.46775859,M,PASS
9878827146_R06C01,12.20878634,11.89337168,13.11727812,13.18547954,M,PASS
9878827146_R06C02,12.31387598,11.91760256,13.18824111,13.38624822,M,PASS
9878827149_R01C01,12.19804548,11.71956363,12.97097176,13.12890419,M,PASS
9878827149_R01C02,11.96708553,11.57760267,12.84572756,13.00367557,M,PASS
9878827149_R02C01,12.26297117,11.91688377,13.17552433,13.27426521,M,PASS
9878827149_R02C02,11.24290222,11.67984711,12.8450393,12.80269955,M,PASS
9878827149_R03C01,12.41092803,11.95899604,13.22378562,13.3799936,M,PASS
9878827149_R03C02,12.37866292,11.92810771,13.1984985,13.3520862,M,PASS
9878827149_R04C01,12.46665423,12.1418271,13.32905331,13.46325909,M,PASS
9878827149_R04C02,12.33908875,12.09224495,13.30549658,13.43669411,M,PASS
9878827149_R05C01,12.57271978,12.09206899,13.35087542,13.53747222,M,PASS
9878827149_R05C02,12.28816138,12.04116197,13.29225849,13.44605384,M,PASS
9878827149_R06C01,12.5637738,12.17779009,13.39814407,13.54612495,M,PASS
9878827149_R06C02,12.29820641,12.05018693,13.29788199,13.41145335,M,PASS
9904796227_R01C01,11.703629,11.40024482,12.73342404,12.83142893,M,PASS
9904796227_R01C02,11.36878787,11.2647606,12.57913459,12.68451184,M,PASS
9904796227_R02C01,11.95785508,11.71300377,12.95949579,13.09270833,M,PASS
9904796227_R02C02,12.13097138,11.90097642,13.06112179,13.25771086,M,PASS
9904796227_R03C01,12.05506904,11.73326758,13.00877682,13.20724274,M,PASS
9904796227_R03C02,12.07072716,11.86551443,13.12867249,13.25111702,M,PASS
9904796227_R04C01,11.63607706,11.54629881,12.791369,12.91655046,M,PASS
9904796227_R04C02,11.83169741,11.69390967,12.97098199,13.08200379,M,PASS
9904796227_R05C01,11.79398023,11.39813698,12.81537267,12.89236286,M,PASS
9904796227_R05C02,12.00034163,11.68210106,13.040358,13.13674797,M,PASS
9904796227_R06C01,11.578569,11.43411767,12.73805991,12.85124827,M,PASS
9904796227_R06C02,11.89879866,11.75644639,13.02657903,13.1635448,M,PASS
9933569013_R01C01,11.76514545,11.6764778,12.90676032,12.98802023,M,PASS
9933569013_R01C02,11.77329336,11.71181181,13.00243723,13.08065533,M,PASS
9933569013_R02C01,10.37723225,11.15640107,12.44611528,12.37849918,M,PASS
9933569013_R02C02,12.12838948,11.88682036,13.092029,13.22565606,M,PASS
9933569013_R03C01,12.2700784,11.97351889,13.24316511,13.38582229,M,PASS
9933569013_R03C02,12.13610866,11.97335385,13.18467443,13.2631067,M,PASS
9933569013_R04C01,12.32983534,12.09977342,13.31947842,13.43960428,M,PASS
9933569013_R04C02,12.24294132,12.12190587,13.37432354,13.41994343,M,PASS
9933569013_R05C01,12.23931582,12.0335246,13.3303338,13.41630088,M,PASS
9933569013_R05C02,12.41837924,12.1068152,13.37874008,13.49702578,M,PASS
9933569013_R06C01,12.40767154,12.10831064,13.39221617,13.5473169,M,PASS
9933569013_R06C02,12.47197661,12.19637869,13.3986228,13.53664668,M,PASS
9933569015_R01C01,12.06741569,11.73895405,12.97250742,13.13631624,M,PASS
9933569015_R01C02,11.91339949,11.80452376,12.99616279,13.10876331,M,PASS
9933569015_R02C01,12.20186429,11.88200781,13.12668258,13.27886306,M,PASS
9933569015_R02C02,12.35550751,12.04405161,13.24591124,13.36961312,M,PASS
9933569015_R03C01,12.15270399,11.94301151,13.1821161,13.28282759,M,PASS
9933569015_R03C02,12.23943389,12.10167447,13.28107124,13.39145653,M,PASS
9933569015_R04C01,12.18052566,11.98450948,13.20058871,13.3520559,M,PASS
9933569015_R04C02,12.24333027,12.09452192,13.34487031,13.36017344,M,PASS
9933569015_R05C01,12.28760653,12.11789849,13.28214803,13.37541759,M,PASS
9933569015_R05C02,12.26820316,12.12100379,13.29735654,13.40404353,M,PASS
9933569015_R06C01,12.1508699,11.91987971,13.19461839,13.28362779,M,PASS
9933569015_R06C02,12.24568012,12.08577401,13.28859982,13.37411853,M,PASS
